evo-volume,eco,name,pgn,uci,epd,epdhash
,A00,Hungarian Opening: Indian Defense,1. g3 Nf6,g2g3 g8f6,rnbqkb1r/pppppppp/5n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq -,0bb4fb9b0dbf5e14ac442d52add0003d
,A00,Ware Opening: Symmetric Variation,1. a4 a5,a2a4 a7a5,rnbqkbnr/1ppppppp/8/p7/P7/8/1PPPPPPP/RNBQKBNR w KQkq -,bd72524fa084a106dfdcef3bcd61a548
,A06,Zukertort Opening: Tennison Gambit,1. e4 d5 2. Nf3,e2e4 d7d5 g1f3,rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -,2c8559943b583dbd8d7742ea2e2992b2
,A10,English Opening: Adorjan Defense,1. c4 g6 2. e4 e5,c2c4 g7g6 e2e4 e7e5,rnbqkbnr/pppppp1p/6p1/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq -,228cc1053fff8c806b804a727f0984bd
,A10,English Opening: Jaenisch Gambit,1. c4 b5,c2c4 b7b5,rnbqkbnr/p1pppppp/8/1p6/2P5/8/PP1PPPPP/RNBQKBNR w KQkq -,a22f667fb50875fd80cae170f6836457
,A10,"English Opening: Anglo-Scandinavian Defense, Schulz Gambit",1. c4 d5 2. cxd5 Nf6,c2c4 d7d5 c4d5 g8f6,rnbqkbnr/ppp1pppp/8/3p4/2P5/8/PP1PPPPP/RNBQKBNR w KQkq -,2402e2587f3451afdf7510b053eda324
,A10,English Opening: Anglo-Lithuanian Variation,1. c4 Nc6,c2c4 b8c6,r1bqkbnr/pppppppp/2n5/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq -,a3242178c36666087e5ebe4fa14dc57e
,A02,Bird Opening: Hobbs Gambit,1. f4 g5,f2f4 g7g5,rnbqkbnr/pppppp1p/8/6p1/5P2/8/PPPPP1PP/RNBQKBNR w KQkq -,7fc95cc3cce678023ac704f2921e11d4
,A02,Bird Opening: Hobbs-Zilbermints Gambit,1. f4 h6 2. Nf3 g5,f2f4 h7h6 g1f3 g7g5,rnbqkbnr/ppppppp1/7p/8/5P2/8/PPPPP1PP/RNBQKBNR w KQkq -,3ce7f98197bc739e2d4ad8a8be18def7
,A02,Bird Opening: Horsefly Defense,1. f4 Nh6,f2f4 g8h6,rnbqkb1r/pppppppp/7n/8/5P2/8/PPPPP1PP/RNBQKBNR w KQkq -,9249a90eb8c9c60586050086342a2544
,A02,Bird Opening: Lasker Gambit,1. f4 e5 2. fxe5 f6,f2f4 e7e5 f4e5 f7f6,rnbqkbnr/pppp1ppp/8/4p3/5P2/8/PPPPP1PP/RNBQKBNR w KQkq -,8e53d09f287e68736fdbbaa0273e9516
,A02,Bird Opening: Mujannah,1. f4 Nf6 2. c4,f2f4 g8f6 c2c4,rnbqkb1r/pppppppp/5n2/8/5P2/8/PPPPP1PP/RNBQKBNR w KQkq -,a017e73610bd515d150754eeb86ec2b9
,A02,Bird Opening: Myers Defense,1. f4 b5,f2f4 b7b5,rnbqkbnr/p1pppppp/8/1p6/5P2/8/PPPPP1PP/RNBQKBNR w KQkq -,171a9e7e3e7838acf92e7ebf75b862c3
,A02,Bird Opening: Wagner-Zwitersch Gambit,1. f4 f5 2. e4,f2f4 f7f5 e2e4,rnbqkbnr/ppppp1pp/8/5p2/5P2/8/PPPPP1PP/RNBQKBNR w KQkq -,2b0f93b60f7fc99c94a83d06f6422d65
,A03,Bird Opening: Dutch Variation,1. f4 d5,f2f4 d7d5,rnbqkbnr/ppp1pppp/8/3p4/5P2/8/PPPPP1PP/RNBQKBNR w KQkq -,4b59d19e7502b5ab061263b42dd69c86
,A01,Nimzo-Larsen Attack: Indian Variation,1. b3 Nf6,b2b3 g8f6,rnbqkb1r/pppppppp/5n2/8/8/1P6/P1PPPPPP/RNBQKBNR w KQkq -,41824a321a9601d5085b8375e2436c1a
,A01,Nimzo-Larsen Attack: Modern Variation,1. b3 e5,b2b3 e7e5,rnbqkbnr/pppp1ppp/8/4p3/8/1P6/P1PPPPPP/RNBQKBNR w KQkq -,068b246059be743e2e19e51e8f0ccfb5
,A01,Nimzo-Larsen Attack: Graz Attack,1. b3 d5 2. Ba3,b2b3 d7d5 c1a3,rnbqkbnr/ppp1pppp/8/3p4/8/1P6/P1PPPPPP/RNBQKBNR w KQkq -,64a64ce2f34414e0981a0aeaed65d3f1
,A01,Nimzo-Larsen Attack: English Variation,1. b3 c5,b2b3 c7c5,rnbqkbnr/pp1ppppp/8/2p5/8/1P6/P1PPPPPP/RNBQKBNR w KQkq -,9e24045c7c3599d1683a873926a1edad
,A00,Ware Opening: Wing Gambit,1. a4 b5 2. axb5 Bb7,a2a4 b7b5 a4b5 c8b7,rnbqkbnr/p1pppppp/8/1p6/P7/8/1PPPPPPP/RNBQKBNR w KQkq -,4eea3134c215b8ea30a0e9d16b887057
,A01,Nimzo-Larsen Attack: Dutch Variation,1. b3 f5,b2b3 f7f5,rnbqkbnr/ppppp1pp/8/5p2/8/1P6/P1PPPPPP/RNBQKBNR w KQkq -,ff197f0db006667874626644c7012b59
,A01,Nimzo-Larsen Attack: Symmetrical Variation,1. b3 b6,b2b3 b7b6,rnbqkbnr/p1pppppp/1p6/8/8/1P6/P1PPPPPP/RNBQKBNR w KQkq -,75296f5db433dfc82fe14802f3fa82d3
,A01,Nimzo-Larsen Attack: Polish Variation,1. b3 b5,b2b3 b7b5,rnbqkbnr/p1pppppp/8/1p6/8/1P6/P1PPPPPP/RNBQKBNR w KQkq -,0342a41bd95944cfb106cfa527dbc3d6
,A04,Zukertort Opening: Polish Defense,1. Nf3 b5,g1f3 b7b5,rnbqkbnr/p1pppppp/8/1p6/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,7dbee5ed14c1f84a154e46c588d00a5a
,A04,Zukertort Opening: Queen's Gambit Invitation,1. Nf3 e6,g1f3 e7e6,rnbqkbnr/pppp1ppp/4p3/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,532ef1d9f490e6a0e5936863808b3a24
,A04,Zukertort Opening: Queenside Fianchetto Variation,1. Nf3 b6,g1f3 b7b6,rnbqkbnr/p1pppppp/1p6/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,fea12edf671d434ebc428593800325db
,A04,Zukertort Opening: Ross Gambit,1. Nf3 e5,g1f3 e7e5,rnbqkbnr/pppp1ppp/8/4p3/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,1aa655fb6ec2b704fe58a60093a82893
,A04,Zukertort Opening: Pirc Invitation,1. Nf3 d6,g1f3 d7d6,rnbqkbnr/ppp1pppp/3p4/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,7c2b3b3c708e24ab630380610f142278
,A04,Zukertort Opening: Dutch Variation,1. Nf3 f5,g1f3 f7f5,rnbqkbnr/ppppp1pp/8/5p2/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,5fab5587a2ce59d77dba123cc60a7cbc
,A04,Zukertort Opening: Herrstrom Gambit,1. Nf3 g5,g1f3 g7g5,rnbqkbnr/pppppp1p/8/6p1/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,4f9f9f0442492e15c1532064b59af248
,A04,Zukertort Opening: Kingside Fianchetto,1. Nf3 g6,g1f3 g7g6,rnbqkbnr/pppppp1p/6p1/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,e06ae730a9b0d83c3ee1f6e3eb9e3c66
,A04,Zukertort Opening: Sicilian Invitation,1. Nf3 c5,g1f3 c7c5,rnbqkbnr/pp1ppppp/8/2p5/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,bd7866eeb98a11951f855299ae195b53
,A04,Zukertort Opening: Ware Defense,1. Nf3 a5,g1f3 a7a5,rnbqkbnr/1ppppppp/8/p7/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,f3ee517881c1ed29acefc766c1089ab3
,A04,Zukertort Opening: Slav Invitation,1. Nf3 c6,g1f3 c7c6,rnbqkbnr/pp1ppppp/2p5/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,2981f3b48ead64502c768a2282b067b2
,A04,Zukertort Opening: St. George Defense,1. Nf3 a6,g1f3 a7a6,rnbqkbnr/1ppppppp/p7/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,f5c072407e8788b8316f6b0e7fffc645
,A04,Zukertort Opening: Arctic Defense,1. Nf3 f6,g1f3 f7f6,rnbqkbnr/ppppp1pp/5p2/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,d6889962c985a3ff6dada177f5b67936
,A04,Zukertort Defense: Sicilian Knight Variation,1. Nf3 Na6 2. e4 c5,g1f3 b8a6 e2e4 c7c5,r1bqkbnr/pppppppp/n7/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,96ad85386daf44ee967d7b3161965b42
,A04,Zukertort Opening: Basman Defense,1. Nf3 h6,g1f3 h7h6,rnbqkbnr/ppppppp1/7p/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,be427072fbc498e5e823ff77a5161b68
,A04,Zukertort Opening: Black Mustang Defense,1. Nf3 Nc6,g1f3 b8c6,r1bqkbnr/pppppppp/2n5/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,4605bcb0e736533fa6f690c4531cec67
,A04,Zukertort Defense: Kingside Variation,1. Nf3 Nh6 2. d4 g6,g1f3 g8h6 d2d4 g7g6,rnbqkb1r/pppppppp/7n/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,792b1c55f395ea3af4342a103833028e
,A41,"Rat Defense: English Rat, Lisbon Gambit",1. d4 d6 2. c4 e5 3. dxe5 Nc6,d2d4 d7d6 c2c4 e7e5 d4e5 b8c6,rnbqkbnr/ppp1pppp/3p4/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -,5584bf39e7fedde5dac32bad24111b32
,A80,Dutch Defense,1. d4 f5,d2d4 f7f5,rnbqkbnr/ppppp1pp/8/5p2/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -,ca96b6ae42790fc57ad4e7d3b739e8f5
,B00,Van Geet Opening: Berlin Gambit,1. e4 Nc6 2. d4 d5 3. Nc3 dxe4 4. d5,e2e4 b8c6 d2d4 d7d5 b1c3 d5e4 d4d5,r1bqkbnr/pppppppp/2n5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -,7113a72f3cf45f4e047fd84c6ddbde27
,A43,"Benoni Defense: Old Benoni, Mujannah Formation",1. d4 c5 2. d5 f5,d2d4 c7c5 d4d5 f7f5,rnbqkbnr/pp1ppppp/8/2p5/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -,5d13b9bd3de8f0650722295d54a47bfa
,B02,"Alekhine Defense: Hunt Variation, Matsukevich Gambit",1. e4 Nf6 2. e5 Nd5 3. c4 Nb6 4. c5 Nd5 5. Nc3 Nxc3 6. dxc3 d6 7. Bg5,e2e4 g8f6 e4e5 f6d5 c2c4 d5b6 c4c5 b6d5 b1c3 d5c3 d2c3 d7d6 c1g5,rnbqkb1r/pppppppp/5n2/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -,b46525d5c0be4e3257e1d0d23bb60a7b
,B00,Owen Defense: Matovinsky Gambit,1. e4 b6 2. d4 Bb7 3. Bd3 f5 4. exf5 Bxg2 5. Qh5+ g6,e2e4 b7b6 d2d4 c8b7 f1d3 f7f5 e4f5 b7g2 d1h5 g7g6,rnbqkbnr/p1pppppp/1p6/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -,cc17369c5887f868667546d7d812164b
,A40,Englund Gambit Declined: Reversed Krebs,1. d4 e5 2. Nf3 e4,d2d4 e7e5 g1f3 e5e4,rnbqkbnr/pppp1ppp/8/4p3/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -,dd60e38e714ae54da2c58f4557d22c77
,B00,St. George Defense: Zilbermints Gambit,1. e4 a6 2. d4 e5,e2e4 a7a6 d2d4 e7e5,rnbqkbnr/1ppppppp/p7/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -,69ddf4dcf9dc4693db28c055ac4a4792
,A40,Polish Defense: Spassky Gambit Accepted,1. d4 b5 2. e4 Bb7 3. Bxb5,d2d4 b7b5 e2e4 c8b7 f1b5,rnbqkbnr/p1pppppp/8/1p6/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -,279937e01a13443dde309768d3f72d81
,B00,Carr Defense: Zilbermints Gambit,1. e4 h6 2. d4 e5,e2e4 h7h6 d2d4 e7e5,rnbqkbnr/ppppppp1/7p/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -,e1917b0ddc2d4c27dbae12f3e17ed0e4
,A40,Mikenas Defense: Pozarek Gambit,1. d4 Nc6 2. c4 e5 3. dxe5 Nxe5 4. Nc3 Nxc4,d2d4 b8c6 c2c4 e7e5 d4e5 c6e5 b1c3 e5c4,r1bqkbnr/pppppppp/2n5/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -,ad7b592fc7fdf188f09cfc2054f8f9e2
,B00,Hippopotamus Defense,1. e4 Nh6 2. d4 g6 3. c4 f6,e2e4 g8h6 d2d4 g7g6 c2c4 f7f6,rnbqkb1r/pppppppp/7n/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -,e57ac3cb66cb3c4e5bca7ebb766e5aeb
,B00,Goldsmith Defense: Picklepuss Defense,1. e4 h5 2. d4 Nf6,e2e4 h7h5 d2d4 g8f6,rnbqkbnr/ppppppp1/8/7p/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -,e45c0aeb5f2bf15f93a1e6d311823d79
,B00,Ware Defense: Snagglepuss Defense,1. e4 a5 2. d4 Nc6,e2e4 a7a5 d2d4 b8c6,rnbqkbnr/1ppppppp/8/p7/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -,23df305c1c48ea97b2718196fd19cb77
,A40,Queen's Pawn Game: Anglo-Slav Opening,1. d4 c6 2. c4 d6,d2d4 c7c6 c2c4 d7d6,rnbqkbnr/pp1ppppp/2p5/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -,e486e2f30a79f2f805b92156ac542258
,B00,Duras Gambit,1. e4 f5,e2e4 f7f5,rnbqkbnr/ppppp1pp/8/5p2/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -,f2127d73492ac3ba9c7e359be03b44e7
,B00,Fried Fox Defense,1. e4 f6 2. d4 Kf7,e2e4 f7f6 d2d4 e8f7,rnbqkbnr/ppppp1pp/5p2/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -,b79fc737e9ecc11c065a229de08682ea
,B00,Lemming Defense,1. e4 Na6,e2e4 b8a6,r1bqkbnr/pppppppp/n7/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -,2218c14aafaf99a602566e04bee3afd9
,B00,Borg Defense: Troon Gambit,1. e4 g5 2. d4 h6 3. h4 g4,e2e4 g7g5 d2d4 h7h6 h2h4 g5g4,rnbqkbnr/pppppp1p/8/6p1/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -,2860dc47b771aaa942f1aad68b165c8c
,D30,Semi-Slav Defense: Quiet Variation,1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. e3 e6 5. Nbd2 Nbd7,d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 e7e6 b1d2 b8d7,rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq -,7d746e1321d481158e6b7cfd955b9261
,C00,French Defense: Chigorin Variation,1. e4 e6 2. Qe2,e2e4 e7e6 d1e2,rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPPQPPP/RNB1KBNR b KQkq -,d0bf7df41f699cf4653974e21cd5fc98
,C28,"Vienna Game: Stanley Variation, Bronstein Gambit",1. e4 e5 2. Nc3 Nc6 3. Bc4 Nf6 4. f4 Nxe4 5. Nf3,e2e4 e7e5 b1c3 b8c6 f1c4 g8f6 f2f4 f6e4 g1f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq -,68be352af1f7a81fdf159c3bab6bac4a
,E63,"King's Indian Defense: Fianchetto Variation, Panno Variation, Donner Line",1. d4 Nf6 2. c4 g6 3. Nf3 Bg7 4. g3 O-O 5. Bg2 d6 6. O-O Nc6 7. Nc3 a6 8. d5 Na5 9. Nd2 c5 10. Qc2 Rb8 11. b3 b5 12. Bb2 bxc4 13. bxc4 Bh6,d2d4 g8f6 c2c4 g7g6 g1f3 f8g7 g2g3 e8g8 f1g2 d7d6 e1g1 b8c6 b1c3 a7a6 d4d5 c6a5 f3d2 c7c5 d1c2 a8b8 b2b3 b7b5 c1b2 b5c4 b3c4 g7h6,rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq -,5e93b80fb8d5d3f46c0c7a2d3c942156
,C44,Scotch Game: Sea-Cadet Mate,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. c3 dxc3 5. Nxc3 d6 6. Bc4 Bg4 7. O-O Ne5 8. Nxe5 Bxd1 9. Bxf7+ Ke7 10. Nd5#,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 c2c3 d4c3 b1c3 d7d6 f1c4 c8g4 e1g1 c6e5 f3e5 g4d1 c4f7 e8e7 c3d5,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq -,92abbe336aa20f5b6b1568b711b6fd9b
,B48,"Sicilian Defense: Taimanov Variation, Bastrikov Variation, English Attack",1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Be3,e2e4 c7c5 g1f3 e7e6 d2d4 c5d4 f3d4 b8c6 b1c3 d8c7 c1e3,rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq -,bf1b6dadae6d37d33bafc9592e0a4dfa
,A03,"Bird Opening: Dutch Variation, Dudweiler Gambit",1. f4 d5 2. g4,f2f4 d7d5 g2g4,rnbqkbnr/ppp1pppp/8/3p4/5PP1/8/PPPPP2P/RNBQKBNR b KQkq -,4ebb9ea36153bd51cae34a0caae7c108
,A03,Bird Opening: Lasker Variation,1. f4 d5 2. Nf3 Nf6 3. e3 c5,f2f4 d7d5 g1f3 g8f6 e2e3 c7c5,rnbqkbnr/ppp1pppp/8/3p4/5P2/5N2/PPPPP1PP/RNBQKB1R b KQkq -,e4d0b92b9ecb4a3de07d08dfa6221e1d
,A28,"English Opening: King's English Variation, Four Knights Variation",1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6,c2c4 e7e5 b1c3 g8f6 g1f3 b8c6,rnbqkbnr/pppp1ppp/8/4p3/2P5/2N5/PP1PPPPP/R1BQKBNR b KQkq -,8f33945a37dcc13e57b463460b4d2121
,A18,English Opening: Mikenas-Carls Variation,1. c4 e6 2. Nc3 Nf6 3. e4 Nc6,c2c4 e7e6 b1c3 g8f6 e2e4 b8c6,rnbqkbnr/pppp1ppp/4p3/8/2P5/2N5/PP1PPPPP/R1BQKBNR b KQkq -,f6cce9d4f452e8923f29a239a45138ee
,A02,"Bird Opening: From's Gambit, Langheld Gambit",1. f4 e5 2. fxe5 d6 3. exd6 Nf6,f2f4 e7e5 f4e5 d7d6 e5d6 g8f6,rnbqkbnr/pppp1ppp/8/4P3/8/8/PPPPP1PP/RNBQKBNR b KQkq -,779e58c5d77f860935a3762e2d7ef473
,C00,French Defense: Carlson Gambit,1. e4 e6 2. d4 d5 3. Nf3 dxe4 4. Ne5,e2e4 e7e6 d2d4 d7d5 g1f3 d5e4 f3e5,rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq -,0ab3989a09f7892e1e68d272b5990bef
,A43,Benoni Defense: Hawk Variation,1. d4 Nf6 2. Nf3 c5 3. d5 c4,d2d4 g8f6 g1f3 c7c5 d4d5 c5c4,rnbqkb1r/pppppppp/5n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq -,6e7a488d750286d3313bd32e95652669
,A10,"English Opening: Anglo-Scandinavian Defense, Schulz Gambit",1. c4 d5 2. cxd5 Nf6,c2c4 d7d5 c4d5 g8f6,rnbqkbnr/ppp1pppp/8/3P4/8/8/PP1PPPPP/RNBQKBNR b KQkq -,cb3c0e15cd5b07377be9b2937bea6726
,B00,Fried Fox Defense,1. e4 f6 2. d4 Kf7,e2e4 f7f6 d2d4 e8f7,rnbqkbnr/ppppp1pp/5p2/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq -,87e4477a72b6405195e4fda02929e2b8
,A03,Bird Opening: Sturm Gambit,1. f4 d5 2. c4,f2f4 d7d5 c2c4,rnbqkbnr/ppp1pppp/8/3p4/2P2P2/8/PP1PP1PP/RNBQKBNR b KQkq -,6740c6ae2c9b81d77445257aabf9c91b
,A40,Englund Gambit: Soller Gambit Deferred,1. d4 e5 2. dxe5 Nc6 3. Nf3 f6,d2d4 e7e5 d4e5 b8c6 g1f3 f7f6,rnbqkbnr/pppp1ppp/8/4P3/8/8/PPP1PPPP/RNBQKBNR b KQkq -,b4d01d95490010c2befe555e32b11727
,B03,"Alekhine Defense: Exchange Variation, Voronezh Variation",1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. exd6 cxd6 6. Nc3 g6 7. Be3 Bg7 8. Rc1 O-O 9. b3,e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 c2c4 d5b6 e5d6 c7d6 b1c3 g7g6 c1e3 f8g7 a1c1 e8g8 b2b3,rnbqkb1r/pppppppp/5n2/4P3/8/8/PPPP1PPP/RNBQKBNR b KQkq -,3e52e40dd0ddf99ca67f19882e8dadbc
,B01,Scandinavian Defense: Modern Variation,1. e4 d5 2. exd5 Nf6 3. d4,e2e4 d7d5 e4d5 g8f6 d2d4,rnbqkbnr/ppp1pppp/8/3P4/8/8/PPPP1PPP/RNBQKBNR b KQkq -,e9cdc69761b4eed2c9610d35040b38db
,A41,Old Indian Defense,1. d4 d6 2. c4,d2d4 d7d6 c2c4,rnbqkbnr/ppp1pppp/3p4/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq -,3bf67cae377bf6f6d6c1ffbfcdae0035
,A02,Bird Opening: Mujannah,1. f4 Nf6 2. c4,f2f4 g8f6 c2c4,rnbqkb1r/pppppppp/5n2/8/2P2P2/8/PP1PP1PP/RNBQKBNR b KQkq -,7d56c3a6e376d519083ac5fb1197f3fb
,A43,Benoni Defense: Cormorant Gambit,1. d4 c5 2. dxc5 b6,d2d4 c7c5 d4c5 b7b6,rnbqkbnr/pp1ppppp/8/2P5/8/8/PPP1PPPP/RNBQKBNR b KQkq -,79f92cd4e91de952131ce03687f489a3
,A02,Bird Opening: Siegener Gambit,1. f4 e5 2. d4 exd4 3. Nf3 c5 4. c3,f2f4 e7e5 d2d4 e5d4 g1f3 c7c5 c2c3,rnbqkbnr/pppp1ppp/8/4p3/3P1P2/8/PPP1P1PP/RNBQKBNR b KQkq -,9f75da5b10bf39a4f2ac54c6b5caf8d1
,A40,Modern Defense: Beefeater Variation,1. d4 g6 2. c4 Bg7 3. Nc3 c5 4. d5 Bxc3+ 5. bxc3 f5,d2d4 g7g6 c2c4 f8g7 b1c3 c7c5 d4d5 g7c3 b2c3 f7f5,rnbqkbnr/pppppp1p/6p1/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq -,d74d94a6d268c3047da6bfa843ef9353
,B00,Borg Defense: Zilbermints Gambit,1. e4 g5 2. d4 e5,e2e4 g7g5 d2d4 e7e5,rnbqkbnr/pppppp1p/8/6p1/3PP3/8/PPP2PPP/RNBQKBNR b KQkq -,559b0ceecd5fa3ed50974d9e05b7f3ba
,A02,Bird Opening: Swiss Gambit,1. f4 f5 2. e4 fxe4 3. Nc3 Nf6 4. g4,f2f4 f7f5 e2e4 f5e4 b1c3 g8f6 g2g4,rnbqkbnr/ppppp1pp/8/5p2/4PP2/8/PPPP2PP/RNBQKBNR b KQkq -,54060626899cf1293e6958006af7eb08
,C00,"French Defense: Banzai-Leong Gambit, Pinova Gambit",1. e4 e6 2. b4 Bxb4 3. e5,e2e4 e7e6 b2b4 f8b4 e4e5,rnbqkbnr/pppp1ppp/4p3/8/1P2P3/8/P1PP1PPP/RNBQKBNR b KQkq -,fa6dcd64f7d89dd305bf6c840dcaa39f
,D45,Semi-Slav Defense: Stonewall Defense,1. d4 d5 2. Nf3 Nf6 3. c4 c6 4. Nc3 e6 5. e3 Ne4 6. Bd3 f5,d2d4 d7d5 g1f3 g8f6 c2c4 c7c6 b1c3 e7e6 e2e3 f6e4 f1d3 f7f5,rnbqkbnr/ppp1pppp/8/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq -,23353d0d42c75bb7ac3da1cd78b23da8
,C00,French Defense: Bird Invitation,1. e4 e6 2. Bb5,e2e4 e7e6 f1b5,rnbqkbnr/pppp1ppp/4p3/1B6/4P3/8/PPPP1PPP/RNBQK1NR b KQkq -,2eb278272e1b1f5c2bb0a868e4131be2
,B00,Carr Defense: Zilbermints Gambit,1. e4 h6 2. d4 e5,e2e4 h7h6 d2d4 e7e5,rnbqkbnr/ppppppp1/7p/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq -,50adb19f1bfdf57a2730ca01433e88d0
,A02,Bird Opening: Hobbs-Zilbermints Gambit,1. f4 h6 2. Nf3 g5,f2f4 h7h6 g1f3 g7g5,rnbqkbnr/ppppppp1/7p/8/5P2/5N2/PPPPP1PP/RNBQKB1R b KQkq -,3d1b5ef8be24c82c090c82f4ff4043d7
,C00,"French Defense: La Bourdonnais Variation, Reuter Gambit",1. e4 e6 2. f4 d5 3. Nf3 dxe4,e2e4 e7e6 f2f4 d7d5 g1f3 d5e4,rnbqkbnr/pppp1ppp/4p3/8/4PP2/8/PPPP2PP/RNBQKBNR b KQkq -,7110867b352b97090ccda4624753f2c8
,A29,"English Opening: King's English Variation, Four Knights Variation, Fianchetto Line",1. c4 e5 2. g3 Nf6 3. Bg2 d5 4. cxd5 Nxd5 5. Nf3 Nc6 6. d3 Be7 7. O-O O-O,c2c4 e7e5 g2g3 g8f6 f1g2 d7d5 c4d5 f6d5 g1f3 b8c6 d2d3 f8e7 e1g1 e8g8,rnbqkbnr/pppp1ppp/8/4p3/2P5/6P1/PP1PPP1P/RNBQKBNR b KQkq -,b59981b8e9c5532728823df320aef81a
,C00,French Defense: Two Knights Variation,1. e4 e6 2. Nf3 d5 3. Nc3,e2e4 e7e6 g1f3 d7d5 b1c3,rnbqkbnr/pppp1ppp/4p3/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq -,612b0dc735f28d7c3e88c561e4633fca
,C00,French Defense: Steinitz Attack,1. e4 e6 2. e5,e2e4 e7e6 e4e5,rnbqkbnr/pppp1ppp/4p3/4P3/8/8/PPPP1PPP/RNBQKBNR b KQkq -,5738f8e865965db458f101f5e6e4fbb8
,A00,"Van't Kruijs Opening: Keoni-Hiva Gambit, Alua Variation",1. e3 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3,e2e3 e7e5 b1c3 b8c6 f2f4 e5f4 g1f3,rnbqkbnr/pppp1ppp/8/4p3/8/2N1P3/PPPP1PPP/R1BQKBNR b KQkq -,1b5331f81c1754f9cb6012fdd76448b6
,A17,English Opening: Anglo-Indian Defense,1. c4 Nf6 2. Nc3 d5 3. cxd5 Nxd5 4. Nf3 c5 5. e3 e6,c2c4 g8f6 b1c3 d7d5 c4d5 f6d5 g1f3 c7c5 e2e3 e7e6,rnbqkb1r/pppppppp/5n2/8/2P5/2N5/PP1PPPPP/R1BQKBNR b KQkq -,5e82ad87de88e79694fda4e2d63fda2d
